function,f3994,f3995,f3996,f3997,f3998,f3999,f4000,f4001,f4002,f4003,f4004,f4005,f4006,f4007,f4008,f4009,f4010,f4011,f4012,f4013,f4014,f4015,f4016,f4017,f4018,f4019,f4020,f4021,f4022,f4023,f4024,f4025,f4026,f4027,f4028,f4029,f4030,f4031,f4032,f4033,f4034,f4035,f4036,f4037,f4038,f4039,f4040,f4041,f4042,f4043,f4044,f4045,f4046,f4047,f4048,f4049,f4050,f4051,f4052,f4053,f4054,f4055,f4056,f4057,f4058,f4059,f4060,f4061,f4062,f4063,f4064,f4065,f4066,f4067,f4068,f4069,f4070,f4071,f4072,f4073,f4074,f4075,f4076,f4077,f4078,f4079,f4080,f4081,f4082,f4083,f4084,f4085,f4086,f4087,f4088,f4089,f4090,f4091,f4092,f4093,f4094,f4095,f4096,f4097,f4098,f4099,f4100,f4101,f4102,f4103,f4104,f4105,f4106,f4107,f4108,f4109,f4110,f4111,f4112,f4113,f4114,f4115,f4116,f4117,f4118,f4119,f4120,f4121,f4122,f4123,f4124,f4125,f4126,f4127,f4128,f4129,f4130,f4131,f4132,f4133,f4134,f4135,f4136,f4137,f4138,f4139,f4140,f4141,f4142,f4143,f4144,f4145,f4146,f4147,f4148,f4149,f4150,f4151,f4152,f4153,f4154,f4155,f4156,f4157,f4158,f4159,f4160,f4161,f4162,f4163,f4164,f4165,f4166,f4167,f4168,f4169,f4170,f4171,f4172,f4173,f4174,f4175,f4176,f4177,f4178,f4179,f4180,f4181,f4182,f4183,f4184,f4185,f4186,f4187,f4188,f4189,f4190,f4191,f4192,f4193,f4194,f4195,f4196,f4197,f4198,f4199,f4200,f4201,f4202,f4203,f4204,f4205,f4206,f4207,f4208,f4209,f4210,f4211,f4212,f4213,f4214,f4215,f4216,f4217,f4218,f4219,f4220,f4221,f4222,f4223,f4224,f4225,f4226,f4227,f4228,f4229,f4230,f4231,f4232,f4233,f4234,f4235,f4236,f4237,f4238,f4239,f4240,f4241,f4242,f4243,f4244,f4245,f4246,f4247,f4248,f4249,f4250,f4251,f4252,f4253,f4254,f4255,f4256,f4257,f4258,f4259,f4260,f4261,f4262,f4263,f4264,f4265,f4266,f4267,f4268,f4269,f4270,f4271,f4272,f4273,f4274,f4275,f4276,f4277,f4278,f4279,f4280,f4281,f4282,f4283,f4284,f4285,f4286,f4287,f4288,f4289,f4290,f4291,f4292,f4293,f4294,f4295,f4296,f4297,f4298,f4299,f4300,f4301,f4302,f4303,f4304,f4305,f4306,f4307,f4308,f4309,f4310,f4311,f4312,f4313,f4314,f4315,f4316,f4317,f4318,f4319,f4320,f4321,f4322,f4323,f4324,f4325,f4326,f4327,f4328,f4329,f4330,f4331,f4332,f4333,f4334,f4335,f4336,f4337,f4338,f4339,f4340,f4341,f4342,f4343,f4344,f4345,f4346,f4347,f4348,f4349,f4350,f4351,f4352,f4353,f4354,f4355,f4356,f4357,f4358,f4359,f4360,f4361,f4362,f4363,f4364,f4365,f4366,f4367,f4368,f4369,f4370,f4371,f4372,f4373,f4374,f4375,f4376,f4377,f4378,f4379,f4380,f4381,f4382,f4383,f4384,f4385,f4386,f4387,f4388,f4389,f4390,f4391,f4392,f4393,f4394,f4395,f4396,f4397,f4398,f4399,f4400,f4401,f4402,f4403,f4404,f4405,f4406,f4407,f4408,f4409,f4410,f4411,f4412,f4413,f4414,f4415,f4416,f4417,f4418,f4419,f4420,f4421,f4422,f4423,f4424
WJ2n,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
WJ2p,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
WT1n,0,2,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,1,0,0,0,0,2,7,0,0,0,3,0,0,0,0,0,2,0,6,0,0,0,8,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,2,0,0,0,6,0,0,5,16,0,0,0,0,0,0,2,1,1,10,12,8,5,3,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,4,11,0,0,3,0,0,0,0,0,0,0,5,3,3,0,0,6,3,0,0,0,2,0,2,8,0,0,0,0,0,8,3,0,6,0,1,15,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,2,0,0,0,19,0,2,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0,5,0,0,0,0,8,9,1,0,0,0,0,0,0,0,9,0,0,0,0,0,5,1,0,0,0,5,0,0,0,0,0,0,9,0,0,10,0,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,5,1,0,0,3,2,0,7,0,0,0,0,10,0,1,3,0,0,0,7,0,0,14,6,4,3,0,0,8,6,4,3,0,2,3,1,4,18,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,1,0,4,1,0,0,0
WT1p,5,0,1,7,12,1,12,28,2,0,4,0,0,2,8,5,6,0,2,3,0,3,0,0,18,5,8,0,2,11,3,0,10,0,6,0,4,0,8,0,18,0,3,1,0,6,0,3,0,0,22,0,22,2,18,3,3,7,12,0,0,7,0,0,8,13,9,2,8,0,8,15,18,22,14,5,0,11,17,13,12,11,21,16,11,11,12,17,18,11,6,11,2,0,0,6,6,5,0,19,0,4,1,1,6,0,12,11,8,0,16,5,3,0,4,5,1,5,16,8,2,1,0,15,0,23,0,7,1,2,0,10,0,6,3,0,0,0,5,4,2,7,0,0,0,0,7,8,28,1,0,0,0,0,6,4,0,25,13,0,6,9,3,2,1,0,0,1,5,4,0,22,16,9,0,0,3,14,11,0,9,1,0,7,19,8,0,3,23,0,0,3,3,2,1,0,5,0,0,0,0,0,0,0,0,19,13,1,3,0,1,0,12,9,0,18,0,0,0,5,0,0,0,0,10,0,0,15,2,22,0,6,2,0,0,0,4,7,0,0,3,3,2,0,15,0,0,4,15,7,4,6,0,0,14,0,17,0,0,5,13,0,10,6,1,0,2,28,4,0,0,11,0,14,0,15,4,0,0,0,2,2,8,21,0,31,7,0,9,0,4,0,2,0,7,3,4,6,3,4,0,2,0,0,9,11,0,2,0,2,0,6,22,7,4,0,0,0,8,2,2,7,1,0,1,0,3,1,10,5,12,0,0,2,13,12,0,6,8,1,4,1,6,0,3,4,0,4,1,9,0,2,10,3,5,3,0,14,0,1,0,10,14,0,7,19,0,0,0,7,5,0,0,8,0,4,4,7,3,0,5,0,0,1,0,1,0,0,32,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,3,0,0,2,5,12,0,0,0,6,0,2,4,10,0,8,0,0,13,14,0
WT2n,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
WT2p,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
time,0,0,0,0,0,0,0,0,0,0,0,0,0.0909841,0,0,0,0.113778,0.100995,0.161163,0,0,0.0837731,0.120865,0,0,0.107943,0,0.121816,0,0,0,0,0,0.0607738,0.144937,0.183457,0,0,0.107304,0,0,0,0,0.102512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168583,0,0,0,0.0429659,0,0.0626738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139255,0,0,0,0,0,0.073828,0.069917,0.090585,0.0511508,0.177663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853491,0.0809202,0,0,0,0,0.157546,0,0.067951,0,0.11693,0.0518439,0,0.108718,0.08056,0,0.0686738,0.112045,0.142636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477099,0,0,0,0,0.0412161,0.0776098,0.130279,0,0.168888,0.177891,0.0101058,0,0,0,0.137394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160348,0,0,0.0915349,0,0,0,0,0,0,0.066911,0.0802739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19152,0.162406,0.0611849,0,0.085242,0.117854,0,0,0,0,0,0.110423,0.175482,0,0.170901,0,0,0.090333,0,0,0,0,0,0,0,0.13076,0,0,0,0,0,0,0,0,0,0,0,0.065465,0,0.112998,0,0,0,0,0,0,0.066539,0,0,0,0.0783739,0,0.071264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930769,0,0.0993249,0,0,0,0,0.142035,0,0,0,0,0,0,0,0,0,0.140205,0,0,0,0,0,0.0882199,0,0,0,0,0,0,0,0.08373,0,0.0912411,0,0,0,0,0,0,0,0,0.0921171,0,0,0,0,0,0.142116,0,0,0,0,0,0,0,0,0,0,0,0,0.140199,0,0,0.0623128,0,0.148559,0,0.125958,0,0,0,0,0.096441,0,0.0620551,0,0.064256,0.111725,0,0,0.139566,0.127789,0.1069,0.104223,0,0,0.0593069,0.106918,0,0,0,0,0,0.080502,0,0.101629,0,0.115035,0,0,0,0,0,0.0747938,0,0,0,0,0.099431,0.0892408,0,0.183843,0,0,0,0,0,0.0986249,0,0,0,0
objective,73,50,45,33,69,67,72,94,51,39,52,77,78,46,76,31,16,19,22,29,12,13,26,57,64,15,34,21,28,59,30,20,55,27,24,33,44,48,18,64,63,36,27,19,24,35,53,63,36,41,80,44,80,16,73,58,49,39,38,73,64,56,54,36,58,56,60,12,22,46,60,65,66,84,70,58,40,43,73,62,50,48,91,64,71,46,63,71,72,68,29,38,38,60,31,28,74,54,14,61,26,14,20,11,26,62,74,44,36,34,52,35,37,34,16,33,27,52,44,41,32,25,51,45,43,68,46,27,30,23,32,20,15,29,21,16,35,21,23,22,25,19,14,26,46,48,49,42,96,38,69,56,65,58,71,56,65,83,55,18,48,43,61,44,20,24,23,36,25,24,10,83,79,53,87,49,41,65,43,22,53,37,64,53,81,42,69,61,94,57,84,64,47,21,39,48,61,47,41,41,57,54,61,73,33,89,45,46,45,44,67,49,67,36,21,80,37,44,44,61,62,47,63,56,52,45,70,58,23,74,41,65,54,61,37,52,55,69,54,53,32,21,27,20,57,29,38,30,74,31,36,39,39,37,58,37,83,33,52,42,39,60,50,44,38,40,26,83,36,45,39,66,50,55,67,75,38,53,22,28,27,28,38,64,30,101,50,26,47,38,44,78,34,26,37,44,58,43,55,28,47,36,56,45,41,63,52,40,27,57,36,49,64,39,34,56,71,38,62,42,34,31,25,38,42,34,55,41,52,45,46,30,49,52,64,48,55,32,34,21,50,26,60,71,50,30,77,76,69,29,35,22,57,62,37,52,27,76,53,25,49,54,62,62,73,69,38,44,43,17,37,42,28,40,33,38,25,33,53,65,17,20,53,20,34,20,32,39,94,66,28,29,33,73,42,48,27,39,38,21,50,45,20,50,71,35,30,41,27,45,38,40,24,39,37,58,22,35,22,40,38,54,36,36,33,78,25,45,55,54,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,0.109804,0.126613,0.185016,0.12119,0.162925,0.136825,0.221896,0.144712,0.11314,0.101335,0.147415,0.169129,0.138686,0.15168,0.119959,0.179883,0.124873,0.118598,0.137988,0.100047,0.0462611,0.077966,0.151745,0.132311,0.135179,0.114185,0.155999,0.114817,0.1143,0.14283,0.116716,0.116192,0.142409,0.0784528,0.14844,0.135778,0.144831,0.103757,0.125401,0.110814,0.133892,0.111887,0.103141,0.10276,0.077316,0.161126,0.100953,0.137628,0.112442,0.109784,0.11379,0.092499,0.180441,0.086309,0.142913,0.124172,0.094852,0.147967,0.120394,0.124569,0.129557,0.112753,0.122973,0.194979,0.121646,0.164998,0.193911,0.0635791,0.124374,0.177586,0.161903,0.113104,0.15877,0.154575,0.115004,0.174742,0.126454,0.104653,0.109513,0.156599,0.147124,0.15623,0.149432,0.154144,0.177701,0.127471,0.121718,0.159705,0.15948,0.151361,0.111429,0.152818,0.118063,0.130903,0.144257,0.136558,0.0952082,0.101177,0.0735381,0.121349,0.192439,0.101586,0.134022,0.0510011,0.15406,0.113453,0.158136,0.112203,0.115325,0.16504,0.128914,0.167456,0.17565,0.105989,0.087353,0.181081,0.127787,0.105831,0.110165,0.183324,0.118072,0.11865,0.100964,0.114684,0.102565,0.105322,0.149845,0.156072,0.186341,0.081547,0.111967,0.125408,0.050971,0.111764,0.111512,0.0600171,0.0955992,0.102444,0.11976,0.107131,0.107233,0.104367,0.053983,0.105613,0.134765,0.150436,0.121069,0.17331,0.116916,0.14336,0.13379,0.152669,0.114992,0.163775,0.107814,0.136595,0.106292,0.099154,0.121314,0.112684,0.115672,0.143121,0.125945,0.0814021,0.0654612,0.149483,0.147164,0.145692,0.165066,0.161536,0.042918,0.132826,0.174871,0.194284,0.149505,0.117084,0.177098,0.167402,0.116952,0.0925589,0.185342,0.126791,0.123178,0.185618,0.166948,0.171271,0.128398,0.189635,0.181218,0.135525,0.217148,0.104118,0.209687,0.099232,0.113891,0.170317,0.162277,0.0900099,0.184941,0.140564,0.130452,0.19954,0.130249,0.138853,0.134011,0.17104,0.139068,0.135789,0.162297,0.184258,0.132813,0.107206,0.180136,0.120259,0.082087,0.184998,0.132704,0.117848,0.122861,0.156577,0.161938,0.120454,0.130457,0.137963,0.192553,0.0911429,0.160749,0.165543,0.096266,0.151145,0.0936849,0.132305,0.142289,0.154149,0.113983,0.13043,0.15325,0.166186,0.0976021,0.213363,0.155891,0.164025,0.161498,0.129357,0.202968,0.15705,0.088197,0.111651,0.126855,0.130976,0.18864,0.167447,0.113397,0.165966,0.137516,0.123361,0.178238,0.142832,0.129187,0.109088,0.146158,0.169615,0.158219,0.185433,0.101179,0.132192,0.132274,0.153852,0.108801,0.176637,0.112674,0.204772,0.107354,0.164877,0.140003,0.152432,0.117771,0.136745,0.137884,0.157624,0.117535,0.103819,0.114953,0.18144,0.151273,0.178914,0.172162,0.095639,0.181262,0.0960052,0.115929,0.101816,0.137034,0.0833478,0.130351,0.133722,0.205766,0.182189,0.174196,0.134311,0.114416,0.163042,0.149686,0.100824,0.0995929,0.17295,0.10179,0.115232,0.099184,0.132435,0.156152,0.180443,0.204052,0.112229,0.156152,0.15217,0.143947,0.201117,0.163832,0.162702,0.11045,0.144915,0.118855,0.078222,0.140964,0.141688,0.154971,0.154877,0.15689,0.169644,0.229141,0.133936,0.11578,0.163897,0.193835,0.139348,0.224674,0.160963,0.141038,0.0894399,0.103179,0.110949,0.162629,0.131373,0.0940931,0.16275,0.157726,0.148,0.203373,0.133609,0.147292,0.106983,0.116279,0.203874,0.128683,0.137026,0.192953,0.17651,0.149087,0.119847,0.135475,0.185384,0.158532,0.131554,0.183388,0.13809,0.096133,0.146319,0.15708,0.137056,0.158227,0.126378,0.073343,0.128456,0.140712,0.117539,0.109197,0.170337,0.161007,0.140916,0.093941,0.085892,0.111243,0.063235,0.0768192,0.0895431,0.087817,0.105735,0.165878,0.210196,0.0902371,0.124746,0.09249,0.185916,0.102414,0.129167,0.1911,0.125898,0.105984,0.124303,0.111845,0.143685,0.0738091,0.125487,0.129955,0.10126,0.130355,0.183517,0.134858,0.116119,0.126555,0.114404,0.117181,0.101942,0.170406,0.172076,0.139052,0.09408,0.102258,0.145151,0.233891,0.20749,0.10498,0.143536,0.198331,0.178963,0.156719,0.0820138,0.118317,0.153743,0.145801
objective,72,47,42,32,68,66,69,94,49,39,51,76,78,42,75,31,16,19,22,28,12,13,26,54,64,15,30,21,27,56,30,19,55,27,24,33,41,47,18,62,63,32,27,19,24,29,50,59,34,41,78,40,80,16,70,54,48,35,38,71,61,56,50,36,56,53,59,12,22,46,57,63,66,84,68,55,39,43,71,59,50,48,89,64,68,46,63,71,72,67,29,38,35,58,31,26,73,54,14,61,26,14,20,11,26,62,73,43,34,32,52,33,35,34,16,30,27,52,44,40,26,25,51,45,43,66,44,27,29,23,27,20,15,29,21,16,31,21,23,22,25,19,14,24,46,48,48,37,96,38,67,55,64,57,68,5.60E+01,62,81,55,18,47,38,60,42,20,24,23,32,25,24,10,83,79,51,87,49,41,64,41,22,52,33,63,49,80,38,68,60,93,57,84,63,44,21,34,45,59,47,36,38,57,54,59,72,32,87,43,41,43,44,66,49,66,36,21,79,31,43,41,60,58,43,63,52,50,40,67,58,23,74,37,65,51,59,37,49,55,66,50,48,31,21,27,20,55,29,38,30,74,31,32,38,39,37,54,37,80,32,52,42,38,59,46,41,32,37,26,83,29,43,36,63,49,53,66,74,38,52,22,28,27,27,34,64,30,100,50,26,44,34,39,78,28,26,32,41,53,39,55,28,44,28,55,41,39,63,51,36,27,53,36,45,63,37,29,56,67,37,57,37,33,31,25,38,39,34,55,36,52,39,42,30,46,49,63,48,54,32,34,21,49,26,59,70,48,30,75,72,65,29,35,22,55,61,31,50,27,71,50,25,49,51,58,59,69.99999917,68,33,43,39,17,32,40,28,34,33,38,25,28,51,65,17,20,53,20,27,20,32,39,90,66,28,29,33,72,39,48,27,36,35,21,46,41,20,47,71,27,30,40,27,45,37,39,24,33,37,54,21,35,22,36,38,50,35,35,32,77,25,42,55,53,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
